gameid,player_id,carries,rush_yards,rush_fumbles,rush_tds,targets,receptions,rec_yards,raw_yac,rec_fumbles,rec_tds,ac_tds,rec_raw_airyards,caught_airyards,attempts,completions,pass_yards,pass_raw_airyards,comp_airyards,timeshit,interceptions,pass_tds,air_tds,season,team,pos,player_name
2017123109,00-0033899,6.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,16.0,316.0,287.0,104.0,4.0,1.0,3.0,1.0,2017,CLE,QB,D.Kizer
2017091004,00-0022921,0.0,0.0,0.0,0.0,13.0,6.0,74.0,44.0,0.0,0.0,0.0,144.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,ARI,WR,L.Fitzgerald
2017091702,00-0022921,0.0,0.0,0.0,0.0,6.0,3.0,21.0,17.0,0.0,0.0,0.0,29.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,ARI,WR,L.Fitzgerald
2017092500,00-0022921,0.0,0.0,0.0,0.0,15.0,13.0,149.0,45.0,0.0,1.0,0.0,138.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,ARI,WR,L.Fitzgerald
2017100109,00-0022921,0.0,0.0,0.0,0.0,7.0,4.0,32.0,18.0,0.0,1.0,0.0,31.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,ARI,WR,L.Fitzgerald
2017100806,00-0022921,0.0,0.0,0.0,0.0,10.0,6.0,51.0,29.0,0.0,0.0,0.0,44.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,ARI,WR,L.Fitzgerald
2017101507,00-0022921,0.0,0.0,0.0,0.0,11.0,10.0,138.0,37.0,1.0,2.0,1.0,107.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,ARI,WR,L.Fitzgerald
2017102205,00-0022921,0.0,0.0,0.0,0.0,3.0,3.0,29.0,21.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,ARI,WR,L.Fitzgerald
2017110507,00-0022921,0.0,0.0,0.0,0.0,9.0,5.0,70.0,25.0,0.0,0.0,0.0,79.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,ARI,WR,L.Fitzgerald
2017110900,00-0022921,0.0,0.0,0.0,0.0,14.0,10.0,113.0,16.0,0.0,0.0,0.0,184.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,ARI,WR,L.Fitzgerald
2017111903,00-0022921,0.0,0.0,0.0,0.0,10.0,9.0,91.0,37.0,0.0,1.0,1.0,68.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,ARI,WR,L.Fitzgerald
2017112609,00-0022921,0.0,0.0,0.0,0.0,8.0,3.0,12.0,1.0,0.0,0.0,0.0,51.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,ARI,WR,L.Fitzgerald
2017120311,00-0022921,0.0,0.0,0.0,0.0,10.0,10.0,98.0,31.0,0.0,1.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,ARI,WR,L.Fitzgerald
2017121008,00-0022921,0.0,0.0,0.0,0.0,7.0,5.0,44.0,11.0,0.0,0.0,0.0,74.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,ARI,WR,L.Fitzgerald
2017121707,00-0022921,0.0,0.0,0.0,0.0,10.0,5.0,61.0,26.0,0.0,0.0,0.0,71.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,ARI,WR,L.Fitzgerald
2017122410,00-0022921,0.0,0.0,0.0,0.0,15.0,9.0,128.0,34.0,0.0,1.0,1.0,151.0,85.0,1.0,1.0,21.0,18.0,18.0,0.0,0.0,0.0,0.0,2017,ARI,WR,L.Fitzgerald
2017123115,00-0022921,0.0,0.0,0.0,0.0,13.0,8.0,55.0,16.0,0.0,0.0,0.0,90.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,ARI,WR,L.Fitzgerald
2017091004,00-0030107,1.0,-1.0,0.0,0.0,7.0,6.0,27.0,19.0,0.0,1.0,1.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DET,RB,T.Riddick
2017091800,00-0030107,9.0,20.0,0.0,0.0,3.0,3.0,17.0,19.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DET,RB,T.Riddick
2017092404,00-0030107,0.0,0.0,0.0,0.0,9.0,4.0,38.0,26.0,0.0,0.0,0.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DET,RB,T.Riddick
2017100106,00-0030107,4.0,4.0,0.0,0.0,2.0,1.0,8.0,9.0,0.0,0.0,0.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DET,RB,T.Riddick
2017100802,00-0030107,2.0,8.0,0.0,0.0,5.0,4.0,45.0,44.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DET,RB,T.Riddick
2017101504,00-0030107,2.0,8.0,0.0,0.0,7.0,5.0,45.0,55.0,1.0,0.0,0.0,-7.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DET,RB,T.Riddick
2017102910,00-0030107,4.0,21.0,0.0,0.0,2.0,2.0,24.0,27.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DET,RB,T.Riddick
2017110600,00-0030107,5.0,11.0,0.0,0.0,4.0,4.0,62.0,65.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DET,RB,T.Riddick
2017111202,00-0030107,4.0,35.0,0.0,0.0,3.0,3.0,12.0,11.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DET,RB,T.Riddick
2017111900,00-0030107,9.0,35.0,0.0,0.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DET,RB,T.Riddick
2017112300,00-0030107,5.0,20.0,0.0,0.0,2.0,1.0,10.0,6.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DET,RB,T.Riddick
2017120301,00-0030107,9.0,21.0,0.0,1.0,5.0,5.0,41.0,49.0,0.0,0.0,0.0,-8.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DET,RB,T.Riddick
2017121007,00-0030107,10.0,31.0,0.0,2.0,10.0,6.0,64.0,59.0,0.0,0.0,0.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DET,RB,T.Riddick
2017121600,00-0030107,8.0,49.0,1.0,0.0,3.0,3.0,12.0,10.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DET,RB,T.Riddick
2017122402,00-0030107,8.0,16.0,0.0,0.0,4.0,3.0,23.0,18.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DET,RB,T.Riddick
2017123102,00-0030107,4.0,10.0,0.0,0.0,3.0,2.0,12.0,14.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DET,RB,T.Riddick
2017091005,00-0030564,0.0,0.0,0.0,0.0,16.0,7.0,46.0,7.0,1.0,2.0,0.0,168.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,HOU,WR,D.Hopkins
2017091400,00-0030564,0.0,0.0,0.0,0.0,13.0,7.0,73.0,10.0,0.0,0.0,0.0,114.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,HOU,WR,D.Hopkins
2017092407,00-0030564,0.0,0.0,0.0,0.0,8.0,7.0,76.0,0.0,0.0,0.0,0.0,102.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,HOU,WR,D.Hopkins
2017100105,00-0030564,0.0,0.0,0.0,0.0,12.0,10.0,107.0,31.0,0.0,1.0,0.0,97.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,HOU,WR,D.Hopkins
2017100811,00-0030564,0.0,0.0,0.0,0.0,12.0,4.0,52.0,9.0,0.0,3.0,0.0,221.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,HOU,WR,D.Hopkins
2017101502,00-0030564,0.0,0.0,0.0,0.0,4.0,2.0,19.0,1.0,0.0,1.0,0.0,34.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,HOU,WR,D.Hopkins
2017102908,00-0030564,0.0,0.0,0.0,0.0,11.0,8.0,224.0,112.0,0.0,2.0,1.0,162.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,HOU,WR,D.Hopkins
2017110501,00-0030564,0.0,0.0,0.0,0.0,16.0,6.0,86.0,16.0,0.0,1.0,0.0,207.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,HOU,WR,D.Hopkins
2017111208,00-0030564,0.0,0.0,0.0,0.0,14.0,7.0,111.0,22.0,0.0,0.0,0.0,161.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,HOU,WR,D.Hopkins
2017111903,00-0030564,0.0,0.0,0.0,0.0,9.0,4.0,76.0,24.0,0.0,1.0,1.0,159.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,HOU,WR,D.Hopkins
2017112700,00-0030564,0.0,0.0,0.0,0.0,10.0,7.0,125.0,40.0,0.0,0.0,0.0,103.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,HOU,WR,D.Hopkins
2017120309,00-0030564,0.0,0.0,0.0,0.0,14.0,8.0,84.0,27.0,0.0,1.0,0.0,133.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,HOU,WR,D.Hopkins
2017121004,00-0030564,0.0,0.0,0.0,0.0,16.0,10.0,149.0,23.0,1.0,2.0,0.0,240.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,HOU,WR,D.Hopkins
2017121703,00-0030564,0.0,0.0,0.0,0.0,13.0,4.0,80.0,1.0,0.0,1.0,0.0,261.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,HOU,WR,D.Hopkins
2017122500,00-0030564,0.0,0.0,0.0,0.0,6.0,4.0,65.0,36.0,0.0,1.0,0.0,71.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,HOU,WR,D.Hopkins
2017091005,00-0031407,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,125.0,173.0,67.0,2.0,0.0,1.0,1.0,2017,JAX,QB,B.Bortles
2017091703,00-0031407,4.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,20.0,226.0,260.0,131.0,4.0,2.0,1.0,0.0,2017,JAX,QB,B.Bortles
2017092400,00-0031407,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,20.0,244.0,188.0,121.0,2.0,0.0,4.0,2.0,2017,JAX,QB,B.Bortles
2017100108,00-0031407,3.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,15.0,146.0,245.0,47.0,5.0,1.0,1.0,0.0,2017,JAX,QB,B.Bortles
2017100807,00-0031407,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,95.0,114.0,42.0,3.0,1.0,0.0,0.0,2017,JAX,QB,B.Bortles
2017101508,00-0031407,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,23.0,241.0,187.0,80.0,4.0,1.0,1.0,0.0,2017,JAX,QB,B.Bortles
2017102204,00-0031407,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,18.0,330.0,267.0,151.0,3.0,0.0,1.0,1.0,2017,JAX,QB,B.Bortles
2017110502,00-0031407,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,24.0,259.0,281.0,125.0,4.0,0.0,1.0,1.0,2017,JAX,QB,B.Bortles
2017111204,00-0031407,5.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,29.0,293.0,492.0,151.0,7.0,2.0,1.0,1.0,2017,JAX,QB,B.Bortles
2017111901,00-0031407,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,17.0,154.0,169.0,75.0,3.0,0.0,1.0,1.0,2017,JAX,QB,B.Bortles
2017112609,00-0031407,6.0,58.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,19.0,160.0,254.0,38.0,1.0,1.0,0.0,0.0,2017,JAX,QB,B.Bortles
2017120305,00-0031407,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,26.0,309.0,255.0,181.0,1.0,0.0,2.0,2.0,2017,JAX,QB,B.Bortles
2017121005,00-0031407,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,18.0,275.0,229.0,170.0,1.0,0.0,2.0,1.0,2017,JAX,QB,B.Bortles
2017121703,00-0031407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,21.0,326.0,158.0,125.0,4.0,0.0,3.0,1.0,2017,JAX,QB,B.Bortles
2017122409,00-0031407,5.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,32.0,374.0,390.0,216.0,4.0,3.0,3.0,3.0,2017,JAX,QB,B.Bortles
2017123111,00-0031407,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,15.0,159.0,359.0,56.0,3.0,2.0,0.0,0.0,2017,JAX,QB,B.Bortles
2017091007,00-0024389,0.0,0.0,0.0,0.0,9.0,7.0,76.0,9.0,0.0,0.0,0.0,107.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,TE,D.Walker
2017091703,00-0024389,1.0,1.0,0.0,1.0,4.0,4.0,61.0,9.0,0.0,0.0,0.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,TE,D.Walker
2017092410,00-0024389,0.0,0.0,0.0,0.0,6.0,4.0,31.0,6.0,0.0,0.0,0.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,TE,D.Walker
2017100105,00-0024389,0.0,0.0,0.0,0.0,7.0,3.0,51.0,14.0,0.0,1.0,0.0,78.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,TE,D.Walker
2017100804,00-0024389,0.0,0.0,0.0,0.0,5.0,3.0,25.0,5.0,0.0,0.0,0.0,37.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,TE,D.Walker
2017101600,00-0024389,1.0,-3.0,0.0,0.0,8.0,4.0,17.0,19.0,0.0,0.0,0.0,45.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,TE,D.Walker
2017102202,00-0024389,0.0,0.0,0.0,0.0,10.0,7.0,63.0,14.0,1.0,0.0,0.0,114.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,TE,D.Walker
2017110506,00-0024389,0.0,0.0,0.0,0.0,5.0,5.0,77.0,22.0,0.0,0.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,TE,D.Walker
2017111206,00-0024389,0.0,0.0,0.0,0.0,9.0,6.0,63.0,19.0,0.0,0.0,0.0,91.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,TE,D.Walker
2017111600,00-0024389,0.0,0.0,0.0,0.0,9.0,6.0,92.0,37.0,0.0,0.0,0.0,88.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,TE,D.Walker
2017112602,00-0024389,0.0,0.0,0.0,0.0,5.0,4.0,63.0,20.0,0.0,1.0,0.0,67.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,TE,D.Walker
2017120309,00-0024389,0.0,0.0,0.0,0.0,5.0,5.0,64.0,14.0,0.0,1.0,1.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,TE,D.Walker
2017121008,00-0024389,0.0,0.0,0.0,0.0,9.0,5.0,42.0,21.0,0.0,0.0,0.0,87.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,TE,D.Walker
2017121710,00-0024389,0.0,0.0,0.0,0.0,10.0,5.0,37.0,14.0,1.0,1.0,0.0,76.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,TE,D.Walker
2017122407,00-0024389,0.0,0.0,0.0,0.0,5.0,3.0,33.0,20.0,0.0,0.0,0.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,TE,D.Walker
2017123111,00-0024389,0.0,0.0,0.0,0.0,5.0,3.0,19.0,2.0,0.0,0.0,0.0,30.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,TE,D.Walker
2017091007,00-0028009,12.0,44.0,0.0,0.0,2.0,2.0,16.0,9.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,RB,D.Murray
2017091703,00-0028009,9.0,25.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,RB,D.Murray
2017092410,00-0028009,14.0,115.0,0.0,1.0,2.0,1.0,5.0,6.0,0.0,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,RB,D.Murray
2017100105,00-0028009,7.0,31.0,0.0,0.0,2.0,2.0,4.0,7.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,RB,D.Murray
2017100804,00-0028009,14.0,58.0,1.0,0.0,5.0,4.0,11.0,5.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,RB,D.Murray
2017101600,00-0028009,12.0,40.0,0.0,1.0,4.0,4.0,47.0,32.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,RB,D.Murray
2017102202,00-0028009,18.0,59.0,0.0,0.0,4.0,3.0,17.0,12.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,RB,D.Murray
2017110506,00-0028009,9.0,19.0,0.0,0.0,2.0,2.0,22.0,27.0,0.0,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,RB,D.Murray
2017111206,00-0028009,14.0,42.0,0.0,2.0,4.0,4.0,30.0,24.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,RB,D.Murray
2017111600,00-0028009,8.0,10.0,0.0,0.0,6.0,5.0,37.0,41.0,0.0,0.0,0.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,RB,D.Murray
2017112602,00-0028009,12.0,9.0,0.0,1.0,4.0,3.0,33.0,31.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,RB,D.Murray
2017120309,00-0028009,11.0,66.0,0.0,0.0,2.0,2.0,13.0,20.0,0.0,0.0,0.0,-7.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,RB,D.Murray
2017121008,00-0028009,11.0,79.0,0.0,0.0,3.0,2.0,13.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,RB,D.Murray
2017121710,00-0028009,18.0,66.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,RB,D.Murray
2017122407,00-0028009,15.0,48.0,0.0,1.0,4.0,3.0,11.0,14.0,0.0,0.0,0.0,-9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TEN,RB,D.Murray
2017091007,00-0031544,0.0,0.0,0.0,0.0,13.0,5.0,62.0,42.0,0.0,1.0,1.0,72.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,OAK,WR,A.Cooper
2017091709,00-0031544,0.0,0.0,0.0,0.0,5.0,4.0,33.0,14.0,0.0,0.0,0.0,27.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,OAK,WR,A.Cooper
2017092413,00-0031544,0.0,0.0,0.0,0.0,5.0,1.0,6.0,1.0,0.0,0.0,0.0,111.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,OAK,WR,A.Cooper
2017100112,00-0031544,0.0,0.0,0.0,0.0,8.0,2.0,9.0,2.0,0.0,0.0,0.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,OAK,WR,A.Cooper
2017100809,00-0031544,0.0,0.0,0.0,0.0,2.0,1.0,8.0,2.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,OAK,WR,A.Cooper
2017101510,00-0031544,0.0,0.0,0.0,0.0,6.0,5.0,28.0,12.0,0.0,0.0,0.0,42.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,OAK,WR,A.Cooper
2017101900,00-0031544,0.0,0.0,0.0,0.0,19.0,11.0,210.0,78.0,0.0,2.0,2.0,259.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,OAK,WR,A.Cooper
2017102901,00-0031544,1.0,4.0,0.0,0.0,10.0,5.0,48.0,16.0,0.0,0.0,0.0,99.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,OAK,WR,A.Cooper
2017110510,00-0031544,0.0,0.0,0.0,0.0,9.0,4.0,58.0,24.0,0.0,0.0,0.0,147.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,OAK,WR,A.Cooper
2017111909,00-0031544,0.0,0.0,0.0,0.0,7.0,3.0,28.0,6.0,0.0,1.0,1.0,76.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,OAK,WR,A.Cooper
2017112610,00-0031544,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,1.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,OAK,WR,A.Cooper
2017121006,00-0031544,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,OAK,WR,A.Cooper
2017122501,00-0031544,0.0,0.0,0.0,0.0,3.0,2.0,69.0,47.0,0.0,1.0,1.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,OAK,WR,A.Cooper
2017123113,00-0031544,0.0,0.0,0.0,0.0,6.0,3.0,115.0,52.0,0.0,1.0,1.0,100.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,OAK,WR,A.Cooper
2017091009,00-0023500,10.0,42.0,0.0,0.0,1.0,1.0,10.0,14.0,0.0,0.0,0.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,IND,RB,F.Gore
2017091702,00-0023500,14.0,46.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,IND,RB,F.Gore
2017092405,00-0023500,25.0,57.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,IND,RB,F.Gore
2017100113,00-0023500,12.0,46.0,0.0,0.0,3.0,3.0,34.0,43.0,0.0,0.0,0.0,-9.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,IND,RB,F.Gore
2017100803,00-0023500,14.0,49.0,2.0,0.0,4.0,3.0,38.0,40.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,IND,RB,F.Gore
2017101600,00-0023500,10.0,49.0,0.0,0.0,3.0,2.0,18.0,12.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,IND,RB,F.Gore
2017102204,00-0023500,9.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,IND,RB,F.Gore
2017102902,00-0023500,16.0,82.0,0.0,0.0,4.0,4.0,19.0,23.0,0.0,0.0,0.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,IND,RB,F.Gore
2017110501,00-0023500,17.0,51.0,0.0,0.0,4.0,3.0,26.0,27.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,IND,RB,F.Gore
2017111203,00-0023500,17.0,54.0,0.0,0.0,1.0,1.0,7.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,IND,RB,F.Gore
